,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1433,PRAJIND,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2
1434,PRAKASH,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10
1435,PRAKASHSTL,Prakash Steelage Limited,EQ,25-AUG-2010,1,1,INE696K01024,1
1436,PRAXIS,Praxis Home Retail Limited,EQ,31-JAN-2018,5,1,INE546Y01022,5
1437,PRECAM,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10
1438,PRECOT,Precot Limited,EQ,19-AUG-2005,10,1,INE283A01014,10
1439,PRECWIRE,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1
1440,PREMEXPLN,Premier Explosives Limited,EQ,17-JUN-2016,2,1,INE863B01029,2
1441,PREMIER,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10
1442,PREMIERENE,Premier Energies Limited,EQ,03-SEP-2024,1,1,INE0BS701011,1
1443,PREMIERPOL,Premier Polyfilm Limited,EQ,13-DEC-1995,1,1,INE309M01020,1
1444,PRESTIGE,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10
1445,PRICOLLTD,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1
1446,PRIMESECU,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
1447,PRINCEPIPE,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10
1448,PRITI,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10
1449,PRITIKAUTO,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2
1450,PRIVISCL,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10
1451,PROTEAN,Protean eGov Technologies Limited,EQ,06-FEB-2025,10,1,INE004A01022,10
1452,PROZONER,Prozone Realty Limited,BE,12-SEP-2012,2,1,INE195N01013,2
1453,PRSMJOHNSN,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10
1454,PRUDENT,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5
1455,PRUDMOULI,Prudential Sugar Corporation Limited,BE,10-MAY-1995,10,1,INE024D01016,10
1456,PSB,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10
1457,PSPPROJECT,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10
1458,PTC,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
1459,PTCIL,PTC Industries Limited,EQ,09-JUN-2023,10,1,INE596F01018,10
1460,PTL,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1
1461,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10
1462,PURVA,Puravankara Limited,EQ,30-AUG-2007,5,1,INE323I01011,5
1463,PVP,PVP Ventures Limited,EQ,03-APR-1996,10,1,INE362A01016,10
1464,PVRINOX,PVR INOX Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
1465,PVSL,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2,1,INE772T01024,2
1466,PYRAMID,Pyramid Technoplast Limited,EQ,29-AUG-2023,10,1,INE0MIS01010,10
1467,QPOWER,Quality Power Electrical Equipments Limited,EQ,24-FEB-2025,10,1,INE0SII01026,10
1468,QUADFUTURE,Quadrant Future Tek Limited,EQ,14-JAN-2025,10,1,INE0LRY01011,10
1469,QUESS,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10
1470,QUICKHEAL,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10
1471,RACE,Race Eco Chain Limited,EQ,09-MAY-2023,10,1,INE084Q01012,10
1472,RACLGEAR,RACL Geartech Limited,EQ,27-NOV-2024,10,1,INE704B01017,10
1473,RADAAN,Radaan Mediaworks India Limited,BE,27-FEB-2003,2,1,INE874F01027,2
1474,RADHIKAJWE,Radhika Jeweltech Limited,EQ,18-JUL-2022,2,1,INE583V01021,2
1475,RADIANTCMS,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1,1,INE855R01021,1
1476,RADICO,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
1477,RADIOCITY,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2
1478,RAILTEL,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10
1479,RAIN,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2
1480,RAINBOW,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10
1481,RAJESHEXPO,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1
1482,RAJMET,Rajnandini Metal Limited,EQ,16-FEB-2021,1,1,INE00KV01022,1
1483,RAJRATAN,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2
1484,RAJRILTD,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1
1485,RAJSREESUG,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10
1486,RAJTV,Raj Television Network Limited,EQ,16-MAR-2007,5,1,INE952H01027,5
1487,RALLIS,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1
1488,RAMANEWS,Shree Rama Newsprint Limited,BE,20-SEP-2006,10,1,INE278B01020,10
1489,RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,5,1,INE809A01032,5
1490,RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1
1491,RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1
1492,RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
1493,RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
1494,RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
1495,RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5
1496,RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
1497,RANEENGINE,Rane Engine Valve Limited,EQ,24-JUN-2008,10,1,INE222J01013,10
1498,RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
1499,RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1
1500,RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
1501,RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10,1,INE05CZ01011,10
1502,RAYMOND,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
1503,RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-SEP-2024,2,1,INE02ID01020,2
1504,RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10
1505,RBL,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10
1506,RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
1507,RBZJEWEL,RBZ Jewellers Limited,BE,27-DEC-2023,10,1,INE0PEQ01016,10
1508,RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
1509,RECLTD,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
1510,REDINGTON,Redington Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
1511,REDTAPE,Redtape Limited,EQ,11-AUG-2023,2,1,INE0LXT01019,2
1512,REFEX,Refex Industries Limited,BE,03-DEC-2009,2,1,INE056I01025,2
1513,REGENCERAM,Regency Ceramics Limited,BE,05-JUN-1996,10,1,INE277C01012,10
1514,RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
1515,RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10
1516,RELIABLE,Reliable Data Services Limited,EQ,10-JUL-2024,10,1,INE375Y01018,10
1517,RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
1518,RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
1519,RELINFRA,Reliance Infrastructure Limited,EQ,08-FEB-1995,10,1,INE036A01016,10
1520,RELTD,Ravindra Energy Limited,EQ,30-JUL-2024,10,1,INE206N01018,10
1521,REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,2,1,INE474C01023,2
1522,RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
1523,REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
1524,REPL,Rudrabhishek Enterprises Limited,BE,14-DEC-2020,10,1,INE364Z01019,10
1525,REPRO,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
1526,RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
1527,RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,26-JUN-2024,10,1,INE03DD01011,10
1528,RGL,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2
1529,RHFL,Reliance Home Finance Limited,BE,22-SEP-2017,10,1,INE217K01011,10
1530,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1
1531,RHL,Robust Hotels Limited,BE,25-APR-2023,10,1,INE508K01013,10
1532,RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
1533,RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
1534,RISHABH,Rishabh Instruments Limited,EQ,11-SEP-2023,10,1,INE0N2P01017,10
1535,RITCO,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10
1536,RITES,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10
1537,RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10,1,INE722J01012,10
1538,RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10,1,INE786W01010,10
1539,RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2
1540,RKSWAMY,R K Swamy Limited,EQ,12-MAR-2024,5,1,INE0NQ801033,5
1541,RML,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
1542,ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
1543,ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10
1544,ROLLT,Rollatainers Limited,BE,22-NOV-2016,1,1,INE927A01040,1
1545,ROLTA,Rolta India Limited,BZ,01-MAR-1995,10,1,INE293A01013,10
1546,ROML,Raj Oil Mills Limited,EQ,06-OCT-2020,10,1,INE294G01026,10
1547,ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2
1548,ROSSELLIND,Rossell India Limited,BE,25-SEP-2012,2,1,INE847C01020,2
1549,ROSSTECH,Rossell Techsys Limited,BE,09-DEC-2024,2,1,INE0OJW01016,2
1550,ROTO,Roto Pumps Limited,EQ,21-APR-2022,1,1,INE535D01037,1
1551,ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10
1552,RPEL,Raghav Productivity Enhancers Limited,EQ,08-AUG-2024,10,1,INE912T01018,10
1553,RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
1554,RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10
1555,RPPINFRA,R.P.P. Infra Projects Limited,BE,06-DEC-2010,10,1,INE324L01013,10
1556,RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,5,1,INE760W01023,5
1557,RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10
1558,RPTECH,Rashi Peripherals Limited,EQ,14-FEB-2024,5,1,INE0J1F01024,5
1559,RRKABEL,R R Kabel Limited,EQ,20-SEP-2023,5,1,INE777K01022,5
1560,RSSOFTWARE,R. S. Software (India) Limited,BE,19-MAY-1999,5,1,INE165B01029,5
1561,RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
1562,RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
1563,RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
1564,RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10
1565,RUBFILA,Rubfila International Limited,EQ,08-AUG-2024,5,1,INE642C01025,5
1566,RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
1567,RUCHINFRA,Ruchi Infrastructure Limited,EQ,16-OCT-1996,1,1,INE413B01023,1
